type,title,release_year,rating,listed_in,movie_duration,series_duration,cluster,sub_cluster
Movie,Silent Hill: Revelation,2012,R,Horror Movies,94.0,0,2,11.0
Movie,Silicon Cowboys,2016,TV-PG,Documentaries,77.0,0,2,8.0
TV Show,Silver Spoon,2015,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",0.0,2,3,11.0
TV Show,Sin senos no hay paraíso,2008,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.0,1,3,10.0
TV Show,Sin Senos sí Hay Paraíso,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.0,3,3,16.0
Movie,Singh Saab the Great,2013,TV-14,"Action & Adventure, Dramas, International Movies",143.0,0,2,15.0
Movie,Single,2015,TV-PG,"Comedies, International Movies, Romantic Movies",127.0,0,2,1.0
Movie,Singularity,2017,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",92.0,0,2,9.0
Movie,Sinister Circle,2017,TV-MA,"Horror Movies, International Movies",87.0,0,2,13.0
Movie,Siren,2016,TV-MA,Horror Movies,83.0,0,2,13.0
Movie,Sister Code,2015,R,"Comedies, Dramas, Romantic Movies",95.0,0,2,10.0
Movie,Skin Trade,2014,R,Action & Adventure,96.0,0,2,11.0
TV Show,Skin Wars,2016,TV-14,Reality TV,0.0,3,3,8.0
TV Show,Skin Wars: Fresh Paint,2016,TV-14,Reality TV,0.0,1,3,5.0
Movie,Skiptrace,2016,PG-13,"Action & Adventure, Comedies",107.0,0,2,14.0
Movie,Sky on Fire,2016,TV-MA,"Action & Adventure, International Movies",100.0,0,2,13.0
Movie,Skydancers,2014,TV-G,"Documentaries, Sports Movies",49.0,0,2,18.0
Movie,Skyline,2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy",94.0,0,2,14.0
Movie,Sleeping with Other People,2015,R,"Comedies, Dramas, Independent Movies",101.0,0,2,10.0
Movie,Sleepover,2004,PG,"Comedies, Romantic Movies",89.0,0,2,2.0
Movie,Sling Blade,1996,R,"Dramas, Independent Movies",135.0,0,1,1.0
Movie,Sliver,1993,R,Thrillers,107.0,0,1,1.0
TV Show,Slobby's World,2018,TV-MA,Reality TV,0.0,1,3,5.0
Movie,Slow West,2015,R,"Action & Adventure, Dramas, International Movies",84.0,0,2,10.0
Movie,Small Soldiers,1998,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy",110.0,0,1,1.0
Movie,Smart People,2008,R,"Comedies, Dramas, Independent Movies",95.0,0,2,10.0
Movie,Smash: Motorized Mayhem,2017,TV-MA,"Documentaries, Sports Movies",66.0,0,2,17.0
Movie,SMOSH: The Movie,2015,PG-13,Comedies,83.0,0,2,14.0
Movie,Sniper: Special Ops,2016,R,"Action & Adventure, Dramas",86.0,0,2,10.0
Movie,Socha Na Tha,2005,TV-14,"Comedies, International Movies, Romantic Movies",137.0,0,2,4.0
Movie,Social Animals,2018,TV-MA,Documentaries,87.0,0,2,17.0
Movie,Soekarno,2013,TV-MA,"Dramas, International Movies",142.0,0,2,7.0
Movie,Solo Con Tu Pareja,1991,NR,"Comedies, Independent Movies, International Movies",94.0,0,1,1.0
Movie,Solo: A Star Wars Story,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",135.0,0,2,14.0
Movie,Solo: A Star Wars Story (Spanish Version),2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",135.0,0,2,14.0
Movie,Solomon Kane,2009,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",104.0,0,2,11.0
Movie,Some Freaks,2017,TV-MA,"Dramas, Romantic Movies",97.0,0,2,3.0
Movie,Something's Gotta Give,2003,PG-13,"Comedies, Romantic Movies",128.0,0,1,1.0
Movie,Son of a Gun,2014,R,"Action & Adventure, Dramas, Independent Movies",109.0,0,2,10.0
Movie,Sons of Ben,2016,NR,"Documentaries, Sports Movies",73.0,0,2,18.0
TV Show,Sotus The Series,2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,2.0
Movie,Soul Surfer,2011,PG,"Dramas, Faith & Spirituality, Sports Movies",106.0,0,2,9.0
Movie,Soul to Keep,2019,TV-MA,"Horror Movies, Independent Movies",94.0,0,2,13.0
Movie,Sour Grapes,2016,NR,Documentaries,85.0,0,2,18.0
TV Show,Space Racers,2014,TV-Y,Kids' TV,0.0,1,3,4.0
Movie,Sparkle,1976,PG,"Dramas, Music & Musicals",98.0,0,1,0.0
TV Show,Spartacus,2013,TV-MA,"TV Action & Adventure, TV Dramas",0.0,4,0,0.0
Movie,Speech & Debate,2017,PG-13,"Comedies, Dramas, Independent Movies",96.0,0,2,9.0
Movie,Speed Is My Need,2019,TV-14,"Documentaries, Sports Movies",75.0,0,2,12.0
Movie,Spider-Man 3,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy",139.0,0,2,14.0
Movie,Spider-Man: Into the Spider-Verse,2018,PG,"Action & Adventure, Comedies",117.0,0,2,2.0
Movie,Spitfire: The Plane that Saved the World,2018,TV-14,Documentaries,95.0,0,2,12.0
TV Show,Splash and Bubbles,2018,TV-Y,Kids' TV,0.0,2,3,4.0
Movie,Spotlight,2015,R,"Dramas, Independent Movies",129.0,0,2,10.0
Movie,Spring Breakers,2012,R,"Comedies, Cult Movies, Dramas",94.0,0,2,10.0
Movie,Sprinter,2018,TV-MA,"Dramas, International Movies, Sports Movies",112.0,0,2,7.0
Movie,Spy Kids,2001,PG,"Children & Family Movies, Comedies",88.0,0,1,1.0
Movie,Spy Kids 2: The Island of Lost Dreams,2002,PG,"Children & Family Movies, Comedies",100.0,0,1,1.0
Movie,Spy Kids 3: Game Over,2003,PG,"Children & Family Movies, Comedies",83.0,0,2,2.0
Movie,Spy Time,2015,TV-MA,"Action & Adventure, Comedies, International Movies",93.0,0,2,6.0
Movie,St. Agatha,2018,TV-MA,"Horror Movies, Independent Movies",103.0,0,2,13.0
Movie,Staged Killer,2019,TV-14,Thrillers,88.0,0,2,0.0
Movie,Standoff,2015,R,Action & Adventure,86.0,0,2,11.0
Movie,Star Men,2015,TV-14,Documentaries,88.0,0,2,12.0
Movie,Star Wars: Episode VIII: The Last Jedi,2017,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",152.0,0,2,14.0
TV Show,Star-Crossed,2014,TV-14,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",0.0,1,3,10.0
Movie,Starred Up,2013,TV-MA,"Dramas, Independent Movies, International Movies",106.0,0,2,7.0
TV Show,Station Horizon,2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,2.0
Movie,Stealing History,2006,TV-PG,"Documentaries, International Movies",52.0,0,2,8.0
Movie,Step Brothers,2008,R,Comedies,98.0,0,2,11.0
Movie,Step Outside,2018,TV-14,"Comedies, International Movies",89.0,0,2,4.0
Movie,Stephanie,2017,R,Horror Movies,86.0,0,2,11.0
Movie,Sthaniya Sambaad,2010,TV-14,"Dramas, International Movies",106.0,0,2,15.0
Movie,Still,2010,TV-MA,"Horror Movies, International Movies",100.0,0,2,13.0
Movie,Stink!,2015,TV-PG,Documentaries,91.0,0,2,8.0
TV Show,Stoked,2010,TV-PG,Kids' TV,0.0,1,3,0.0
TV Show,Stone Age,2017,TV-Y7,"Kids' TV, Korean TV Shows",0.0,1,3,13.0
Movie,Stonehearst Asylum,2014,PG-13,"Horror Movies, Thrillers",113.0,0,2,14.0
Movie,Stop at Nothing: The Lance Armstrong Story,2014,NR,"Documentaries, International Movies, Sports Movies",100.0,0,2,18.0
TV Show,Storage Wars: Northern Treasures,2015,TV-MA,"International TV Shows, Reality TV",0.0,1,3,5.0
Movie,Story of an Egg,2017,TV-PG,"Comedies, International Movies, Romantic Movies",132.0,0,2,1.0
Movie,Straight Up,2020,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",96.0,0,2,3.0
Movie,Strange but True,2019,PG-13,"Dramas, Thrillers",96.0,0,2,9.0
Movie,Stranger than Fiction,2006,PG-13,"Comedies, Romantic Movies",113.0,0,2,14.0
TV Show,Strawberry Shortcake: Berry Bitty Adventures,2015,TV-Y,Kids' TV,0.0,1,3,4.0
Movie,Strictly Ballroom,1992,PG,"Classic Movies, Comedies, Romantic Movies",95.0,0,1,1.0
Movie,Strike a Pose,2016,TV-MA,"Documentaries, International Movies, LGBTQ Movies",85.0,0,2,17.0
Movie,Stripes,1981,R,"Classic Movies, Comedies, Cult Movies",106.0,0,1,0.0
Movie,Striptease,1996,R,"Comedies, Dramas",117.0,0,1,1.0
TV Show,Strong Girl Bong-soon,2017,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",0.0,1,3,12.0
Movie,Stronger Than the World,2016,NR,"Action & Adventure, Dramas, International Movies",123.0,0,2,15.0
TV Show,Strongland,2018,TV-PG,"Docuseries, International TV Shows",0.0,1,3,7.0
Movie,Stuart Little 2,2002,PG,"Children & Family Movies, Comedies",78.0,0,1,1.0
Movie,Submission,2019,TV-MA,"Action & Adventure, Dramas",95.0,0,2,3.0
Movie,Suburra,2015,NR,"Dramas, International Movies, Thrillers",135.0,0,2,15.0
Movie,Suckseed,2011,TV-MA,"Comedies, International Movies, Music & Musicals",130.0,0,2,6.0
Movie,Sudani from Nigeria,2018,TV-14,"Comedies, Dramas, International Movies",115.0,0,2,4.0
Movie,Suicide (Hitabdut),2014,TV-MA,"International Movies, Thrillers",114.0,0,2,13.0
Movie,Suite Française,2014,TV-MA,"Dramas, International Movies, Romantic Movies",107.0,0,2,7.0
TV Show,Suits,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Summer Night,2019,TV-MA,"Comedies, Dramas, Romantic Movies",93.0,0,2,3.0
Movie,Summer of '92,2015,TV-MA,"Dramas, International Movies, Sports Movies",94.0,0,2,7.0
Movie,Sunrise,2014,TV-MA,"Dramas, Independent Movies, International Movies",85.0,0,2,7.0
TV Show,Super Bheem,2019,TV-Y,Kids' TV,0.0,1,3,4.0
Movie,Super Bheem Bana Vajraveer,2018,TV-Y7,Children & Family Movies,63.0,0,2,16.0
Movie,Super Dark Times,2017,TV-MA,"Dramas, Independent Movies, Thrillers",104.0,0,2,3.0
Movie,Super Nani,2014,TV-PG,"Comedies, Dramas, International Movies",127.0,0,2,1.0
TV Show,Super Wings,2020,TV-Y,"Kids' TV, Korean TV Shows",0.0,3,3,4.0
Movie,Superbad,2007,R,"Comedies, Cult Movies",113.0,0,2,11.0
Movie,Superfly,1972,R,"Action & Adventure, Classic Movies, Dramas",91.0,0,1,0.0
Movie,Superman Returns,2006,PG-13,"Action & Adventure, Sci-Fi & Fantasy",154.0,0,2,14.0
TV Show,SuperNature: Wild Flyers,2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",0.0,1,3,3.0
Movie,Superstar,1999,PG-13,Comedies,82.0,0,1,1.0
Movie,Surat Dari Praha,2016,TV-14,"Dramas, International Movies, Romantic Movies",98.0,0,2,15.0
TV Show,Surviving R. Kelly Part II: The Reckoning,2020,TV-MA,"Crime TV Shows, Docuseries",0.0,1,3,14.0
Movie,Survivors Guide to Prison,2017,TV-MA,Documentaries,103.0,0,2,17.0
Movie,Susanne Bartsch: On Top,2017,TV-MA,"Documentaries, LGBTQ Movies",86.0,0,2,17.0
Movie,Sustainable,2016,TV-G,Documentaries,92.0,0,2,18.0
Movie,Swami,1977,TV-PG,"Dramas, Independent Movies, International Movies",123.0,0,1,0.0
TV Show,Swami Baba Ramdev: The Untold Story,2018,TV-14,"International TV Shows, TV Dramas",0.0,1,3,10.0
Movie,Sweeney Todd: The Demon Barber of Fleet Street,2007,R,"Dramas, Horror Movies, Music & Musicals",116.0,0,2,10.0
Movie,Sweet Virginia,2017,R,"Dramas, Independent Movies, Thrillers",93.0,0,2,10.0
Movie,Swiss Army Man,2016,R,"Comedies, Dramas, Independent Movies",97.0,0,2,10.0
Movie,Sword Master,2016,TV-MA,"Action & Adventure, Dramas, International Movies",108.0,0,2,7.0
Movie,Sword Masters: Two Champions of Shaolin,1980,R,"Action & Adventure, International Movies",101.0,0,1,0.0
TV Show,Sym-Bionic Titan,2010,TV-PG,Kids' TV,0.0,1,3,0.0
Movie,Taal,1999,TV-PG,"Dramas, International Movies, Music & Musicals",177.0,0,1,1.0
Movie,Tahaan,2008,TV-14,"Dramas, International Movies",95.0,0,2,15.0
Movie,Take Me Home Tonight,2011,R,"Comedies, Romantic Movies",97.0,0,2,11.0
TV Show,Taken,2018,TV-14,"Crime TV Shows, TV Action & Adventure, TV Thrillers",0.0,2,3,8.0
TV Show,Tales of the City (1993),1993,TV-MA,TV Dramas,0.0,1,3,18.0
Movie,Tamanchey,2014,TV-MA,"Action & Adventure, International Movies, Romantic Movies",111.0,0,2,13.0
Movie,Tarif de nuit,2015,TV-MA,"International Movies, Thrillers",81.0,0,2,13.0
Movie,Tarzan,1999,G,Children & Family Movies,89.0,0,1,1.0
Movie,Tarzan 2,2005,G,Children & Family Movies,72.0,0,2,2.0
Movie,Tattah,2013,TV-14,"Comedies, International Movies",112.0,0,2,4.0
Movie,Tayo the Little Bus Movie: Mission Ace,2016,TV-Y7,Children & Family Movies,48.0,0,2,16.0
Movie,Teach Us All,2017,TV-14,Documentaries,81.0,0,2,12.0
Movie,Teen Patti,2010,TV-PG,"Dramas, International Movies, Thrillers",137.0,0,2,1.0
Movie,Teenage Cocktail,2016,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",89.0,0,2,3.0
Movie,Teenage Mutant Ninja Turtles,2007,PG,"Children & Family Movies, Comedies",87.0,0,2,2.0
Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,"Children & Family Movies, Comedies",88.0,0,1,1.0
Movie,Teenage Mutant Ninja Turtles: The Movie,1990,PG,"Action & Adventure, Comedies",94.0,0,1,1.0
Movie,Tees Maar Khan,2010,TV-PG,"Comedies, International Movies, Music & Musicals",125.0,0,2,1.0
Movie,Tellur Aliens,2016,TV-Y7,Children & Family Movies,67.0,0,2,16.0
Movie,Temporada de Caza,2017,TV-MA,"Dramas, International Movies",108.0,0,2,7.0
Movie,Ten Years,2015,TV-MA,"Dramas, Independent Movies, International Movies",102.0,0,2,7.0
TV Show,Teresa,2010,TV-PG,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.0,1,3,0.0
Movie,Terminator 3: Rise of the Machines,2003,R,"Action & Adventure, Sci-Fi & Fantasy",109.0,0,1,1.0
Movie,Terminator Salvation,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",115.0,0,2,14.0
Movie,Terra,2015,TV-PG,"Documentaries, International Movies",98.0,0,2,8.0
Movie,Terrifier,2017,TV-MA,"Horror Movies, Independent Movies, Thrillers",84.0,0,2,13.0
Movie,Teshan,2016,TV-PG,"Comedies, International Movies, Romantic Movies",133.0,0,2,1.0
Movie,Tezz,2012,TV-MA,"Action & Adventure, International Movies, Music & Musicals",121.0,0,2,13.0
TV Show,Th Eena Meena Deeka Chase Comedy Show,2015,TV-Y7,"Kids' TV, TV Comedies",0.0,1,3,13.0
TV Show,Thackeray,2019,TV-MA,TV Shows,0.0,1,3,14.0
TV Show,That '70s Show,2005,TV-14,TV Comedies,0.0,8,0,1.0
TV Show,The 2000s,2018,TV-MA,Docuseries,0.0,1,3,14.0
Movie,The 24 Hour War,2016,TV-MA,"Documentaries, Sports Movies",100.0,0,2,17.0
Movie,The 4th Company,2016,TV-MA,"Action & Adventure, Dramas, International Movies",117.0,0,2,7.0
Movie,The Accountant of Auschwitz,2018,TV-14,"Documentaries, International Movies",78.0,0,2,12.0
Movie,The Adderall Diaries,2015,R,"Dramas, Thrillers",87.0,0,2,10.0
TV Show,The Adjusters,2010,TV-PG,"International TV Shows, TV Dramas",0.0,2,3,0.0
Movie,The Adventure Club,2016,TV-Y7,Children & Family Movies,88.0,0,2,16.0
TV Show,The Adventures of Figaro Pho,2015,TV-Y7,"Kids' TV, TV Comedies",0.0,2,3,13.0
Movie,The Adventures of Sharkboy and Lavagirl,2005,PG,Children & Family Movies,93.0,0,2,2.0
Movie,The Adventures of Tintin,2011,PG,Children & Family Movies,107.0,0,2,2.0
Movie,The Aerial,2007,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",99.0,0,2,7.0
Movie,The Age of Shadows,2016,TV-MA,"Action & Adventure, Dramas, International Movies",140.0,0,2,7.0
Movie,The American President,1995,PG-13,"Comedies, Dramas, Romantic Movies",113.0,0,1,1.0
Movie,The Amityville Horror,2005,R,Horror Movies,89.0,0,2,11.0
TV Show,The Andy Griffith Show,1967,TV-G,"Classic & Cult TV, TV Comedies",0.0,8,0,1.0
Movie,The Angry Birds Movie 2,2019,PG,"Children & Family Movies, Comedies",97.0,0,2,2.0
Movie,The Animal People,2019,TV-MA,Documentaries,97.0,0,2,17.0
Movie,The Ant's Scream,2010,TV-14,"Comedies, Dramas, International Movies",108.0,0,2,4.0
TV Show,The Apartment,2014,TV-PG,"International TV Shows, Reality TV",0.0,2,3,5.0
Movie,The Apostate,2015,TV-MA,"Comedies, Dramas, International Movies",80.0,0,2,7.0
Movie,The Art of the Steal,2013,R,"Action & Adventure, Comedies, Independent Movies",90.0,0,2,11.0
Movie,The Art of War,2000,R,Action & Adventure,117.0,0,1,1.0
Movie,The Assignment,2016,R,Action & Adventure,95.0,0,2,11.0
Movie,The Autopsy of Jane Doe,2016,R,"Horror Movies, Independent Movies, Thrillers",86.0,0,2,11.0
TV Show,The Bachelor,2009,TV-14,"Reality TV, Romantic TV Shows",0.0,1,3,5.0
Movie,The Bachelors,2017,TV-14,Dramas,100.0,0,2,15.0
Movie,The Bad Education Movie,2015,TV-MA,Comedies,87.0,0,2,6.0
Movie,The Bad Kids,2016,TV-MA,Documentaries,101.0,0,2,17.0
Movie,The Bare-Footed Kid,1993,TV-14,"Action & Adventure, International Movies",83.0,0,1,1.0
Movie,The Basement,2018,TV-MA,"Horror Movies, Thrillers",89.0,0,2,13.0
Movie,The Battle of Midway,1942,TV-14,"Classic Movies, Documentaries",18.0,0,1,0.0
TV Show,The Beat,2012,TV-MA,"International TV Shows, TV Dramas",0.0,1,3,2.0
TV Show,The Beginning of Life: The Series,2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",0.0,1,3,3.0
TV Show,The Bible's Buried Secrets,2011,TV-14,"British TV Shows, Docuseries, Science & Nature TV",0.0,1,3,6.0
TV Show,The Big Catch,2015,TV-PG,"British TV Shows, Reality TV",0.0,1,3,5.0
Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,2018,TV-MA,Documentaries,72.0,0,2,17.0
Movie,The Black Room,2016,TV-MA,Horror Movies,95.0,0,2,13.0
Movie,The Blackcoat's Daughter,2015,R,"Horror Movies, Independent Movies, Thrillers",95.0,0,2,11.0
Movie,The Bleeder,2016,R,"Dramas, Sports Movies",98.0,0,2,10.0
TV Show,The Blue Planet: A Natural History of the Oceans,2001,TV-G,"British TV Shows, Docuseries, International TV Shows",0.0,1,3,18.0
Movie,The Bomb,2016,TV-14,Documentaries,59.0,0,2,12.0
TV Show,The Bomb Squad,2011,TV-MA,"British TV Shows, Docuseries",0.0,1,3,14.0
Movie,The Book of Eli,2010,R,"Action & Adventure, Sci-Fi & Fantasy",118.0,0,2,11.0
Movie,The Boss's Daughter,2015,TV-MA,"Dramas, International Movies, Romantic Movies",98.0,0,2,7.0
Movie,The Bounty Hunter,2010,PG-13,"Action & Adventure, Comedies, Romantic Movies",111.0,0,2,14.0
Movie,The Box,2009,PG-13,"Sci-Fi & Fantasy, Thrillers",116.0,0,2,14.0
Movie,The Boy,2016,PG-13,"Horror Movies, Independent Movies, Thrillers",97.0,0,2,14.0
Movie,The Boy in the Striped Pajamas,2008,PG-13,"Dramas, Independent Movies, International Movies",95.0,0,2,9.0
Movie,The Brave One,2007,R,"Dramas, Thrillers",122.0,0,2,10.0
Movie,The Brawler,2019,TV-MA,"Dramas, Independent Movies, Sports Movies",95.0,0,2,3.0
Movie,The Breadwinner,2017,PG-13,"Children & Family Movies, Dramas, International Movies",93.0,0,2,9.0
Movie,The Break-Up,2006,PG-13,"Comedies, Dramas, Romantic Movies",107.0,0,2,9.0
Movie,The Bridge,2017,TV-14,"Dramas, International Movies, Romantic Movies",119.0,0,2,15.0
Movie,The Brothers Grimm,2005,PG-13,"Action & Adventure, Sci-Fi & Fantasy",119.0,0,2,14.0
Movie,The Bucket List,2007,PG-13,"Comedies, Dramas",97.0,0,2,9.0
Movie,The Bulbul's Nest,2013,TV-MA,"Comedies, International Movies",96.0,0,2,6.0
Movie,The Bund,1983,TV-14,"Action & Adventure, Dramas, International Movies",103.0,0,1,0.0
Movie,The Bye Bye Man,2017,PG-13,"Horror Movies, Thrillers",96.0,0,2,14.0
Movie,The Bygone,2019,TV-MA,"Independent Movies, Thrillers",106.0,0,2,3.0
Movie,The Cakemaker,2017,TV-14,"Dramas, Independent Movies, International Movies",109.0,0,2,15.0
TV Show,The Calling,2018,TV-MA,"International TV Shows, Reality TV",0.0,1,3,5.0
Movie,The Captive,2014,R,"Dramas, Thrillers",112.0,0,2,10.0
Movie,The Car,1977,PG,"Cult Movies, Horror Movies",96.0,0,1,0.0
Movie,The Carter Effect,2017,TV-MA,"Documentaries, Sports Movies",60.0,0,2,17.0
Movie,The Case for Christ,2017,TV-PG,"Dramas, Faith & Spirituality",113.0,0,2,1.0
Movie,The Cell,2017,TV-MA,"Action & Adventure, Dramas, International Movies",126.0,0,2,7.0
Movie,The CEO,2016,TV-14,"Dramas, International Movies, Thrillers",109.0,0,2,15.0
Movie,The Charnel House,2016,R,"Horror Movies, Thrillers",93.0,0,2,11.0
TV Show,The Chefs' Line,2017,TV-14,"International TV Shows, Reality TV",0.0,1,3,5.0
Movie,The Chord,2010,TV-MA,"Dramas, International Movies, Music & Musicals",101.0,0,2,7.0
Movie,The Chosen,2016,TV-14,"Dramas, International Movies, Thrillers",111.0,0,2,15.0
Movie,The Chosen Ones,2015,TV-MA,"Dramas, Independent Movies, International Movies",107.0,0,2,7.0
Movie,The Christmas Candle,2013,PG,"Dramas, Faith & Spirituality",100.0,0,2,9.0
Movie,The Christmas Project,2016,TV-PG,"Children & Family Movies, Comedies",92.0,0,2,2.0
Movie,The Cincinnati Kid,1965,TV-14,"Classic Movies, Dramas",103.0,0,1,0.0
TV Show,The Code,2011,TV-PG,"British TV Shows, Docuseries, International TV Shows",0.0,1,3,7.0
Movie,The Company Men,2010,R,"Dramas, Independent Movies",105.0,0,2,10.0
Movie,The Competition,2018,TV-14,"Comedies, Romantic Movies",103.0,0,2,4.0
Movie,The Confirmation,2016,PG-13,"Comedies, Dramas, Independent Movies",101.0,0,2,9.0
Movie,The Congress,2013,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",123.0,0,2,7.0
Movie,The Consul's Son,2011,TV-14,"Comedies, International Movies, Thrillers",114.0,0,2,4.0
Movie,The Craft,1996,R,"Horror Movies, Thrillers",101.0,0,1,1.0
TV Show,The Cravings,2016,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",0.0,2,3,17.0
Movie,The Croods,2013,PG,"Children & Family Movies, Comedies",99.0,0,2,2.0
Movie,The Crow,1994,R,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",102.0,0,1,1.0
Movie,The Cruise,1970,TV-PG,"Comedies, Cult Movies, International Movies",66.0,0,1,0.0
Movie,The Crying Game,1992,R,"Classic Movies, Independent Movies, Thrillers",112.0,0,1,1.0
TV Show,The Curse of Oak Island,2016,TV-PG,"Docuseries, Science & Nature TV",0.0,1,3,3.0
Movie,The D Train,2015,R,Comedies,101.0,0,2,11.0
Movie,The Damned Rain,2009,TV-14,"Dramas, International Movies",99.0,0,2,15.0
Movie,The Dancer,2011,TV-MA,"Dramas, International Movies, Romantic Movies",105.0,0,2,7.0
Movie,The Dark Crystal,1982,PG,Children & Family Movies,93.0,0,1,0.0
Movie,The Dark Side of Life: Mumbai City,2018,TV-MA,"Dramas, International Movies",121.0,0,2,7.0
Movie,The Darkest Dawn,2016,TV-MA,"Action & Adventure, Independent Movies, International Movies",75.0,0,2,13.0
Movie,The Daughter,2015,TV-MA,Dramas,95.0,0,2,3.0
Movie,The Dawn Wall,2017,TV-MA,"Documentaries, Sports Movies",100.0,0,2,17.0
TV Show,The Day My Butt Went Psycho!,2015,TV-Y7,"Kids' TV, TV Comedies",0.0,2,3,13.0
Movie,The Departed,2006,R,"Dramas, Thrillers",151.0,0,2,10.0
Movie,The Desert Bride,2017,TV-14,"Dramas, International Movies",78.0,0,2,15.0
Movie,The Detained,2017,TV-14,"Horror Movies, Thrillers",85.0,0,2,0.0
Movie,The Devil and Father Amorth,2017,TV-PG,"Documentaries, Horror Movies",69.0,0,2,8.0
Movie,The Devil Inside,2012,R,"Horror Movies, Thrillers",84.0,0,2,11.0
TV Show,The Devil Is a Part-Timer!,2013,TV-14,Anime Series,0.0,1,3,9.0
Movie,The Devil We Know,2018,TV-14,Documentaries,88.0,0,2,12.0
Movie,The Diabolical,2015,TV-MA,"Horror Movies, Sci-Fi & Fantasy, Thrillers",86.0,0,2,13.0
Movie,The Dreamer,2009,TV-PG,"Dramas, International Movies",121.0,0,2,1.0
Movie,The Drowning,2016,TV-MA,Thrillers,99.0,0,2,13.0
TV Show,The Drunk and on Drugs Happy Funtime Hour,2011,TV-MA,"International TV Shows, TV Comedies",0.0,1,3,15.0
Movie,The Duel,2016,R,Dramas,110.0,0,2,10.0
Movie,The Dukes of Hazzard,2005,PG-13,"Action & Adventure, Comedies",104.0,0,2,14.0
Movie,The Dukes of Hazzard: The Beginning,2007,R,"Action & Adventure, Comedies",95.0,0,2,11.0
Movie,The Eichmann Show,2015,TV-MA,"Dramas, International Movies",96.0,0,2,7.0
TV Show,The Eighties,2016,TV-PG,Docuseries,0.0,1,3,7.0
Movie,The End of the Tour,2015,R,"Dramas, Independent Movies",106.0,0,2,10.0
Movie,The Endless,2017,TV-MA,"Independent Movies, Sci-Fi & Fantasy, Thrillers",112.0,0,2,3.0
Movie,The Evil Dead,1981,TV-MA,"Classic Movies, Cult Movies, Horror Movies",85.0,0,1,0.0
Movie,The Exception,2016,R,"Dramas, Romantic Movies",107.0,0,2,10.0
Movie,The Eyes of My Mother,2016,R,"Horror Movies, Independent Movies",76.0,0,2,11.0
TV Show,The Fear,2012,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas",0.0,1,3,2.0
Movie,The Fear of 13,2015,TV-MA,"Documentaries, International Movies",95.0,0,2,17.0
Movie,The Feels,2018,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",88.0,0,2,3.0
Movie,The Fighter,2010,R,"Dramas, Sports Movies",116.0,0,2,10.0
Movie,The Figurine (Araromire),2009,TV-14,"Horror Movies, International Movies, Thrillers",121.0,0,2,0.0
Movie,The Final Destination,2009,R,Horror Movies,82.0,0,2,11.0
Movie,The First Line,2014,TV-14,"Dramas, Independent Movies",87.0,0,2,15.0
Movie,The First Temptation of Christ,2019,TV-MA,"Comedies, International Movies",46.0,0,2,6.0
Movie,The First Wives Club,1996,PG,Comedies,103.0,0,1,1.0
TV Show,The Five,2016,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas",0.0,1,3,2.0
Movie,The Five Venoms,1978,R,"Action & Adventure, Cult Movies, International Movies",97.0,0,1,0.0
Movie,The Flintstones,1994,PG,"Children & Family Movies, Comedies",91.0,0,1,1.0
Movie,The Flintstones in Viva Rock Vegas,2000,PG,"Children & Family Movies, Comedies, Romantic Movies",91.0,0,1,1.0
Movie,The Flying Guillotine,1975,TV-MA,"Action & Adventure, Dramas, International Movies",101.0,0,1,0.0
